name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Hot Water (kBTU/hr),Electric (kW),Solar (kW)
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-22 00:00:00,D,13.819563854,Electric Solar submeter,2024-11-20,9.204036458,443.825078125,59.062965625,10.469961041
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-23 00:00:00,D,3.776288333,Chilled Water,2024-11-21,8.389000208,378.416245833,66.532006808,7.154659895
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-23 00:00:00,D,55.178425000,Hot Water Building Heat,2024-11-22,6.555268510,365.823802083,80.384094210,0.323380526
HuShihHall.Elec.PowerScout3HD/kW,2024-03-23 00:00:00,D,77.581760000,Electric,2024-11-23,7.256902421,482.870644791,77.157470736,5.760002021
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-23 00:00:00,D,0.322122291,Electric Solar submeter,2024-11-24,7.852793750,388.832125000,64.034825625,10.846050937
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-24 00:00:00,D,4.406253750,Chilled Water,2024-11-25,7.652093437,361.544692708,48.329835957,26.812803750
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-24 00:00:00,D,51.244458333,Hot Water Building Heat,2024-11-26,8.050075312,264.322834210,64.873939583,11.411662812
HuShihHall.Elec.PowerScout3HD/kW,2024-03-24 00:00:00,D,70.936475312,Electric,2024-11-27,7.542863854,483.001848958,40.966926736,24.696300312
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-24 00:00:00,D,6.206831770,Electric Solar submeter,2024-11-28,6.835156562,537.540030208,58.198616041,4.908788541
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-25 00:00:00,D,5.016217395,Chilled Water,2024-11-29,6.581377789,547.623378125,51.297791368,8.620624105
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-25 00:00:00,D,42.858516458,Hot Water Building Heat,2024-11-30,5.789376666,577.953945833,55.077646875,6.083930833
HuShihHall.Elec.PowerScout3HD/kW,2024-03-25 00:00:00,D,25.528213125,Electric,2024-12-01,5.263626956,558.003393750,66.740655578,9.271086458
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-25 00:00:00,D,49.457693958,Electric Solar submeter,2024-12-02,5.471838229,613.547634375,68.826865625,8.017116105
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-26 00:00:00,D,5.074336666,Chilled Water,2024-12-03,5.863395729,581.367426041,60.392674895,11.320378541
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-26 00:00:00,D,33.829904687,Hot Water Building Heat,2024-12-04,5.223894479,590.604606250,67.797133750,6.444344631
HuShihHall.Elec.PowerScout3HD/kW,2024-03-26 00:00:00,D,37.624028333,Electric,2024-12-05,5.831983437,707.039389473,72.692954479,0.813914270
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-26 00:00:00,D,34.816801145,Electric Solar submeter,2024-12-06,4.759456842,640.204360416,67.651388210,9.296282473
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-27 00:00:00,D,7.359729479,Chilled Water,2024-12-07,5.247386666,550.764822916,78.353414105,4.530575729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-27 00:00:00,D,28.243561979,Hot Water Building Heat,2024-12-08,7.112236774,545.163275000,80.810292365,4.599625652
HuShihHall.Elec.PowerScout3HD/kW,2024-03-27 00:00:00,D,28.842607395,Electric,2024-12-09,7.559183020,513.226745833,75.699158854,2.761537708
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-27 00:00:00,D,43.164566979,Electric Solar submeter,2024-12-10,8.762664166,418.503275000,68.616972083,8.591389784
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-28 00:00:00,D,5.212274687,Chilled Water,2024-12-11,8.603344583,414.910910416,72.323028958,1.452695000
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-28 00:00:00,D,33.679918229,Hot Water Building Heat,2024-12-12,6.006955104,590.814263541,60.121223894,17.755684105
HuShihHall.Elec.PowerScout3HD/kW,2024-03-28 00:00:00,D,34.426027291,Electric,2024-12-13,3.711387916,680.500566666,52.754907187,25.341787083
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-28 00:00:00,D,41.055925729,Electric Solar submeter,2024-12-14,2.634542000,704.326090526,60.332137291,24.085904791
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-29 00:00:00,D,4.848659895,Chilled Water,2024-12-15,4.728213645,713.273339583,72.382224062,9.145415729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-29 00:00:00,D,42.817544062,Hot Water Building Heat,2024-12-16,6.603918723,566.603692553,71.548063789,9.214904791
HuShihHall.Elec.PowerScout3HD/kW,2024-03-29 00:00:00,D,52.666214062,Electric,2024-12-17,7.856956041,459.113411458,68.033388333,9.597045729
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-29 00:00:00,D,28.235886875,Electric Solar submeter,2024-12-18,7.150919361,508.169274468,77.038501145,6.444960520
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-30 00:00:00,D,4.359459270,Chilled Water,2024-12-19,6.240995416,568.192160416,62.827716145,8.847043854
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-30 00:00:00,D,35.626666145,Hot Water Building Heat,2024-12-20,5.503860416,576.693909375,65.667958437,1.434769052
HuShihHall.Elec.PowerScout3HD/kW,2024-03-30 00:00:00,D,6.170052083,Electric,2024-12-21,3.836115520,688.002840625,65.511697812,0.302694375
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-30 00:00:00,D,59.167223958,Electric Solar submeter,2024-12-22,0.254541052,810.126349473,66.079787157,0.155454375
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-31 00:00:00,D,4.535276145,Chilled Water,2024-12-23,1.249511250,813.726048958,61.795185312,0.465365263
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-31 00:00:00,D,28.750815000,Hot Water Building Heat,2024-12-24,5.172368421,620.931357894,55.119526304,0.053068333
HuShihHall.Elec.PowerScout3HD/kW,2024-03-31 00:00:00,D,8.558077083,Electric,2024-12-25,5.417520520,589.391183333,55.812191979,0.191975894
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-31 00:00:00,D,53.446987916,Electric Solar submeter,2024-12-26,4.432120842,629.064086315,55.885507263,0.347770208
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-01 00:00:00,D,5.003190104,Chilled Water,2024-12-27,4.718836631,597.414026041,55.977669062,1.121165729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-01 00:00:00,D,27.201933229,Hot Water Building Heat,2024-12-28,7.304905833,453.041088541,39.243125937,14.940252187
HuShihHall.Elec.PowerScout3HD/kW,2024-04-01 00:00:00,D,26.566658333,Electric,2024-12-29,8.805580937,399.613896875,49.716806421,6.036777500
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-01 00:00:00,D,32.330393854,Electric Solar submeter,2024-12-30,10.274215531,361.893206382,42.377715157,10.290919687
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-02 00:00:00,D,4.296194270,Chilled Water,2024-12-31,7.462839270,389.570752083,35.736475729,18.117440729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-02 00:00:00,D,29.958298645,Hot Water Building Heat,2025-01-01,7.232512812,433.443880208,53.242477395,2.497909791
HuShihHall.Elec.PowerScout3HD/kW,2024-04-02 00:00:00,D,49.555530312,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-02 00:00:00,D,11.774932812,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-03 00:00:00,D,4.396598333,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-03 00:00:00,D,36.486309791,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-03 00:00:00,D,44.747916979,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-03 00:00:00,D,7.756248854,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-04 00:00:00,D,4.255583750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-04 00:00:00,D,37.522777500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-04 00:00:00,D,33.691220625,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-04 00:00:00,D,23.786674375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-05 00:00:00,D,3.872842040,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-05 00:00:00,D,42.237215306,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-05 00:00:00,D,28.304080408,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-05 00:00:00,D,29.445703469,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-06 00:00:00,D,4.066918750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-06 00:00:00,D,38.384563958,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-06 00:00:00,D,15.116245833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-06 00:00:00,D,37.645467708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-07 00:00:00,D,5.868428541,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-07 00:00:00,D,30.515795625,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-07 00:00:00,D,-8.730106458,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-07 00:00:00,D,73.619750416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-08 00:00:00,D,5.924642916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-08 00:00:00,D,31.558147916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-08 00:00:00,D,34.461999791,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-08 00:00:00,D,31.976447708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-09 00:00:00,D,10.636197500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-09 00:00:00,D,21.643497291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-09 00:00:00,D,2.253023958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-09 00:00:00,D,67.384104166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-10 00:00:00,D,12.629881076,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-10 00:00:00,D,16.483093846,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-10 00:00:00,D,36.796918000,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-10 00:00:00,D,31.160172000,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-11 00:00:00,D,12.512870625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-11 00:00:00,D,19.635373541,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-11 00:00:00,D,37.781266250,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-11 00:00:00,D,26.246502708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-12 00:00:00,D,11.998360625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-12 00:00:00,D,19.740791041,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-12 00:00:00,D,43.566664895,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-12 00:00:00,D,27.150879583,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-13 00:00:00,D,6.392983020,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-13 00:00:00,D,34.065454062,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-13 00:00:00,D,65.910355833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-13 00:00:00,D,15.851513229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-14 00:00:00,D,6.283383854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-14 00:00:00,D,27.376770937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-14 00:00:00,D,50.648029166,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-14 00:00:00,D,20.493925833,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-15 00:00:00,D,9.219545520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-15 00:00:00,D,24.874321145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-15 00:00:00,D,6.107573125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-15 00:00:00,D,67.815168020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-16 00:00:00,D,10.965132395,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-16 00:00:00,D,24.672042395,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-16 00:00:00,D,-0.395692083,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-16 00:00:00,D,72.001917187,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-17 00:00:00,D,7.649530937,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-17 00:00:00,D,25.663086666,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-17 00:00:00,D,49.577992291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-17 00:00:00,D,23.246005833,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-18 00:00:00,D,8.680870729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-18 00:00:00,D,22.322471458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-18 00:00:00,D,52.251601145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-18 00:00:00,D,16.952235520,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-19 00:00:00,D,6.968785625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-19 00:00:00,D,27.796879166,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-19 00:00:00,D,52.655867500,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-19 00:00:00,D,20.834343541,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-20 00:00:00,D,6.644842500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-20 00:00:00,D,26.279235104,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-20 00:00:00,D,40.004969791,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-20 00:00:00,D,31.501646041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-21 00:00:00,D,5.052134895,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-21 00:00:00,D,33.842667812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-21 00:00:00,D,52.375235416,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-21 00:00:00,D,25.728715312,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-22 00:00:00,D,6.311417083,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-22 00:00:00,D,31.486114270,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-22 00:00:00,D,-5.551744583,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-22 00:00:00,D,76.510128645,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-23 00:00:00,D,9.625173854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-23 00:00:00,D,25.893034166,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-23 00:00:00,D,2.303066354,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-23 00:00:00,D,65.633171770,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-24 00:00:00,D,7.847071666,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-24 00:00:00,D,26.324249583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-24 00:00:00,D,50.576184583,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-24 00:00:00,D,21.777057500,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-25 00:00:00,D,6.666075208,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-25 00:00:00,D,34.367337708,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-25 00:00:00,D,-11.430150520,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-25 00:00:00,D,80.343420312,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-26 00:00:00,D,9.135546145,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-26 00:00:00,D,32.502462812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-26 00:00:00,D,-5.415940833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-26 00:00:00,D,78.677415104,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-27 00:00:00,D,8.308214895,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-27 00:00:00,D,28.066287708,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-27 00:00:00,D,45.715578125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-27 00:00:00,D,28.423395208,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-28 00:00:00,D,11.345052916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-28 00:00:00,D,20.584952083,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-28 00:00:00,D,51.152568958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-28 00:00:00,D,25.747786666,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-29 00:00:00,D,21.767981354,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-29 00:00:00,D,14.662927708,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-29 00:00:00,D,5.592723229,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-29 00:00:00,D,72.561750729,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-04-30 00:00:00,D,22.512472500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-04-30 00:00:00,D,17.195485937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-04-30 00:00:00,D,24.733847291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-04-30 00:00:00,D,46.437100416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-01 00:00:00,D,21.329860312,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-01 00:00:00,D,16.092746875,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-01 00:00:00,D,-2.482175625,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-01 00:00:00,D,72.693729687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-02 00:00:00,D,23.423891979,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-02 00:00:00,D,13.765703125,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-02 00:00:00,D,-9.188637187,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-02 00:00:00,D,78.817916979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-03 00:00:00,D,21.656605416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-03 00:00:00,D,16.092088750,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-03 00:00:00,D,7.699076666,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-03 00:00:00,D,63.958399062,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-04 00:00:00,D,18.326972187,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-04 00:00:00,D,17.743808958,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-04 00:00:00,D,31.866002291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-04 00:00:00,D,38.217120416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-05 00:00:00,D,12.918568229,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-05 00:00:00,D,21.455028333,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-05 00:00:00,D,55.512815937,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-05 00:00:00,D,19.198325208,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-06 00:00:00,D,16.503217500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-06 00:00:00,D,16.247045416,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-06 00:00:00,D,11.565275729,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-06 00:00:00,D,60.296115833,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-07 00:00:00,D,17.717470000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-07 00:00:00,D,18.642577187,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-07 00:00:00,D,-0.737851354,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-07 00:00:00,D,75.977449791,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-08 00:00:00,D,24.781595000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-08 00:00:00,D,16.647347291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-08 00:00:00,D,2.399753750,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-08 00:00:00,D,72.053604062,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-09 00:00:00,D,16.618112083,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-09 00:00:00,D,20.248449687,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-09 00:00:00,D,38.238299375,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-09 00:00:00,D,33.152227083,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-10 00:00:00,D,12.519870208,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-10 00:00:00,D,22.157901041,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-10 00:00:00,D,51.594449791,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-10 00:00:00,D,21.065998750,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-11 00:00:00,D,12.492478125,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-11 00:00:00,D,19.721312291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-11 00:00:00,D,20.920836666,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-11 00:00:00,D,53.785487187,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-12 00:00:00,D,12.209433645,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-12 00:00:00,D,21.840251979,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-12 00:00:00,D,29.926268541,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-12 00:00:00,D,41.777551041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-13 00:00:00,D,13.750828958,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-13 00:00:00,D,18.448110937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-13 00:00:00,D,36.611248958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-13 00:00:00,D,35.025871250,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-14 00:00:00,D,22.134717500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-14 00:00:00,D,14.447673020,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-14 00:00:00,D,10.624904375,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-14 00:00:00,D,60.729064270,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-15 00:00:00,D,19.726044895,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-15 00:00:00,D,15.825231979,Hot Water Building Heat,,,,,
